CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1014-04,A1014-04-013,A1014-0118-00,637815.57,348677.317,321511.506,,23393.972,3771.839,221151.8,,127961.09,93190.71,,,,,9657.403,,,,,9657.403,,16679.408,16034.16,263.987,,381.261,,,35476.068,163.264,16126.637,,,3403.762,26.049,15503.195,253.161,,,,,,,,,,,,,,,,6173.574,,,,,6173.574,"111Y"
A1014-03,A1014-03-002,A1014-0119-00,118548.258,64689.827,64197.325,,,492.502,6438.988,,4034.029,2404.959,,,,,17732.828,,,,,17732.828,,16440.008,11720.452,646.305,,4073.251,,,6912.192,,4076.827,,1272.173,1247.155,,,316.037,,,,,,,,,,,,,,,,6334.415,,1474.012,,,4860.403,"111Y"
A1014-06,A1014-06-005,A1014-0120-00,335747.177,232103.621,227748.433,,42.81,4312.378,35903.308,,24154.427,11619.238,129.643,,,,24906.891,,,,,24906.891,,8107.877,8107.877,,,,,,26170.876,186.605,20395.223,119.255,,403.069,369.343,,4697.381,1405.041,,,,,1405.041,,1367.051,,1367.051,,,,,,5782.512,,,,,5782.512,"111Y"
A1014-08,A1014-08-006,A1014-0121-00,4913290.185,1379051.332,1369214.247,,44.352,9792.733,3076500.629,,2224757.097,715672.421,136071.111,,,,102529.096,,,,,102529.096,,122500.594,121222.745,280.287,,997.562,,,29957.432,2457.785,23258.676,1060.04,,672.995,937.077,451.021,1119.838,183.658,,,,,,183.658,8881.098,,1066.302,7814.796,,,,,193686.346,,161391.857,19765.924,,12528.565,"111Y"
A1014-06,A1014-06-002,A1014-0122-00,106590.858,57571.457,51274.261,,225.418,6071.778,,,,,,,,,6151.957,,,,,6151.957,,7828.208,7376.304,451.904,,,,,25453.013,5902.035,12916.995,1612.771,,5021.212,,,,13.655,13.655,,,,,,,,,,,,,,9572.568,,,,,9572.568,"111Y"
A1014-06,A1014-06-002,A1014-0123-00,237009.51,197985.076,185251.985,,6923.305,5809.786,2976.058,,2976.058,,,,,,15517.897,,,,,15517.897,,3161.083,3161.083,,,,,,11434.909,497.306,4503.648,,,5155.789,1278.166,,,98.973,,35.86,,,63.113,,,,,,,,,,5835.514,,,,,5835.514,"111Y"
A1014-05,A1014-05-006,A1014-0124-00,119952.907,77811.248,75050.014,,190.916,2570.318,1093.306,,1093.189,0.117,,,,,16454.264,,2885.589,,,13568.675,,5006.266,5006.266,,,,,,14256.279,6041.587,4240.605,,,3527.137,,,446.95,,,,,,,,,,,,,,,,5331.544,,,,,5331.544,"111Y"
A1014-06,A1014-06-002,A1014-0125-00,121191.332,101400.42,79104.95,,18701.311,3594.159,30.276,,30.276,,,,,,11763.018,,,,,11763.018,,2591.419,2591.419,,,,,,4884.207,,1188.573,,32.657,204.542,3458.435,,,,,,,,,,,,,,,,,,521.992,,,,,521.992,"111Y"
A1014-09,A1014-09-001,A1014-0126-00,60295.411,38273.003,37709.474,,,563.529,441.008,,441.008,,,,,,3687.181,,,,,3687.181,,2773.915,2773.915,,,,,,12573.723,2392.315,6720.68,697.632,931.299,1831.797,,,,,,,,,,,,,,,,,,,2546.581,,,,,2546.581,"111Y"
A1014-07,A1014-07-010,A1014-0127-00,149828.97,137926.816,134546.337,,173.211,3207.268,,,,,,,,,5435.133,,,,,5435.133,,651.207,,651.207,,,,,5815.814,,4787.199,,,184.731,77.361,,766.523,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-05,A1014-05-002,A1014-0128-00,99466.607,63402.108,61749.834,,402.266,1250.008,1960.501,,51.468,1909.033,,,,,9348.951,,2886.583,,,6462.368,,5281.282,5202.31,,,78.972,,,18087.551,,13042.309,,,4691.093,135.84,,218.309,,,,,,,,,,,,,,,,1386.214,,,,,1386.214,"111Y"
A1014-06,A1014-06-003,A1014-0129-00,23557.159,2380.813,2244.745,,,136.068,,,,,,,,,1752.567,,,,,1752.567,,,,,,,,,12499.605,,11321.418,,,792.045,386.142,,,5876,,5601.447,,274.553,,,,,,,,,,,1048.174,,,,,1048.174,"111Y"
A1014-05,A1014-05-003,A1014-0130-00,311374.308,220739.041,207003.66,,2958.422,10776.959,20436.264,,20153.964,282.3,,,,,12375.967,,960.453,,,11415.514,,26534.233,22917.93,81.606,,3534.697,,,11369.218,,5378.687,,,5944.58,,45.951,,3631.481,,,,,3631.481,,,,,,,,,,16288.104,,13694.946,,,2593.158,"111Y"
A1014-06,A1014-06-003,A1014-0131-00,17832.163,2644.662,2371.78,,60.108,212.774,701.814,,701.814,,,,,,3005.69,,,,,3005.69,,,,,,,,,11014.024,91.257,9779.108,325.331,,353.334,,,464.994,,,,,,,,,,,,,,,,465.973,,,,,465.973,"111Y"
A1014-05,A1014-05-007,A1014-0132-00,165088.784,135055.116,133051.439,,,2003.677,4895.547,,2335.112,2560.435,,,,,14026.403,,,,,14026.403,,5995.572,5995.572,,,,,,5023.829,,4461.73,,,210.544,351.555,,,,,,,,,,,,,,,,,,92.317,,,,,92.317,"111Y"
A1014-06,A1014-06-004,A1014-0133-00,76080.97,41107.605,8042.848,,33064.757,,7697.307,,7672.359,24.948,,,,,8501.537,,,,,8501.537,,9935.508,9935.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8839.013,,7725.147,,,1113.866,"111Y"
A1014-06,A1014-06-002,A1014-0134-00,249881.457,148743.526,135158.776,529.663,12316.467,738.62,21585.443,,18300.068,3285.375,,,,,13046.619,,,,,13046.619,,15509.581,15316.108,193.473,,,,,28384.37,15930.491,3026.888,,7724.408,857.227,,,845.356,117.671,,,,,117.671,,,,,,,,,,22494.247,,20059.59,,,2434.657,"111Y"
A1014-07,A1014-07-009,A1014-0135-00,343506.365,271679.684,265917.558,,,5762.126,9492.926,,6728.667,2764.259,,,,,16945.779,,,,,16945.779,,11178.775,11138.347,40.428,,,,,12835.887,,11905.038,110.759,,447.555,53.767,,318.768,,,,,,,,,,,,,,,,21373.314,,20565.129,,,808.185,"111Y"
A1014-06,A1014-06-006,A1014-0136-00,26033.2,12839.7,8667.404,,88.902,4083.394,,,,,,,,,2119.858,,,,,2119.858,,205.057,205.057,,,,,,9680.25,405.44,6429.89,67.83,1280.003,715.753,654.906,,126.428,,,,,,,,247.286,,247.286,,,,,,941.049,,,,,941.049,"111Y"
A1014-09,A1014-09-002,A1014-0137-00,78887.057,59337.043,59132.532,,,204.511,35.172,,35.172,,,,,,6198.622,,,,,6198.622,,1860.15,1860.15,,,,,,9704.47,2500.297,4519.899,1249.303,,1434.971,,,,,,,,,,,104.76,,104.76,,,,,,1646.84,,,,,1646.84,"111Y"
A1014-07,A1014-07-008,A1014-0138-00,132064.591,102183.317,94593.155,,457.914,7132.248,,,,,,,,,11730.457,,,,,11730.457,,1514.45,1484.123,30.327,,,,,13539.048,,11781.145,,,258.393,935.419,,564.091,163.043,,,,,163.043,,,,,,,,,,2934.276,,,,,2934.276,"111Y"
A1014-07,A1014-07-010,A1014-0139-00,670760.682,409993.555,403588.603,,3229.362,3175.59,198630.039,,104434.384,94195.655,,,,,28758.251,,,,,28758.251,,10512.67,10344.235,168.435,,,,,18162.886,,13654.832,,,195.389,2916.131,477.726,918.808,379.892,,,,379.892,,,,,,,,,,,4323.389,,,2809.689,,1513.7,"111Y"
A1014-06,A1014-06-006,A1014-0140-00,85093.202,29768.921,29733.232,,,35.689,23707.747,,18173.944,5533.803,,,,,2359.441,,,,,2359.441,,1916.725,729.022,1187.703,,,,,4046.41,,1789.605,6.295,825.472,610.871,813.751,,0.416,151.17,,,,,151.17,,,,,,,,,,23142.788,,21856.292,,,1286.496,"111Y"
A1014-06,A1014-06-007,A1014-0141-00,160784.067,35231.786,35200.956,,,30.83,36909.826,,36593.665,316.161,,,,,9837.94,,,,,9837.94,,18087.426,14637.013,51.926,,2340.997,1057.49,,1409.954,1019.624,,,,372.875,,,17.455,37465.911,972.418,,,,,36493.493,,,,,,,,,21841.224,,10693.061,,,11148.163,"111Y"
A1014-05,A1014-05-002,A1014-0142-00,81879.101,47066.854,46412.698,,,654.156,271.632,,271.632,,,,,,9576.537,,3069.245,,,6507.292,,4273.668,4273.668,,,,,,17354.037,2900.587,12583.033,418.823,,269.827,,79.328,1102.439,,,,,,,,346.297,,,346.297,,,,,2990.076,,,,,2990.076,"111Y"
A1014-05,A1014-05-004,A1014-0143-00,126837.423,82976.929,81588.021,,628.819,760.089,,,,,,,,,6165.478,,,,,6165.478,,5885.152,5796.73,,,88.422,,,29069.466,233.68,21962.237,,,2195.759,,2.283,4675.507,,,,,,,,,,,,,,,,2740.398,,,,,2740.398,"111Y"
A1014-05,A1014-05-007,A1014-0144-00,292085.712,177862.967,174532.752,,,3330.215,56493.475,,34036.464,22457.011,,,,,15246.331,,,,,15246.331,,6842.542,6842.542,,,,,,33098.026,40.517,31499.26,396.081,,303.96,,,858.208,117.805,,,,,117.805,,,,,,,,,,2424.566,,,,,2424.566,"111Y"
A1014-05,A1014-05-006,A1014-0145-00,124115.792,89669.789,82245.752,,,7424.037,,,,,,,,,8005.624,,,,,8005.624,,250.125,,250.125,,,,,18720.316,969.322,16337.012,422.335,,991.647,,,,2739.498,,,,,,2739.498,,,,,,,,,4730.44,,,,,4730.44,"111Y"
A1014-05,A1014-05-007,A1014-0146-00,204171.668,111805.842,111531.775,,,274.067,79738.783,,69740.215,9998.568,,,,,8115.784,,,,,8115.784,,827.101,827.101,,,,,,3661.309,,2709.458,,,,,81.851,870,22.849,,,,,22.849,,,,,,,,,,,,,,,,"111Y"
A1014-05,A1014-05-005,A1014-0147-00,324857.682,205530.811,202492.585,,,3038.226,78457.942,,35671.486,14443.422,28343.034,,,,13866.311,,,,,13866.311,,49.636,,49.636,,,,,22039.5,2761.371,13179.723,,,1387.192,3857.397,,853.817,764.356,,,,611.177,153.179,,1687.197,,1687.197,,,,,,2461.929,,,,,2461.929,"111Y"
A1014-07,A1014-07-012,A1014-0148-00,791983.616,667989.143,661269.944,,145.954,6573.245,54018.765,,33603.098,20415.667,,,,,34893.481,,,,,34893.481,,20052.115,19584.178,467.937,,,,,9952.364,,8168.542,,,617.365,664.781,299.605,202.071,201.475,,,,,141.28,60.195,,,,,,,,,4876.273,,3705.475,,,1170.798,"111Y"
A1014-08,A1014-08-007,A1014-0149-00,566175.963,,,,,,551236.986,183417.53,17150.435,325934.883,24734.138,,,,9725.081,,800.184,,,8924.897,,,,,,,,,2845.425,,2845.425,,,,,,,476.394,345.471,,,,,130.923,268.795,,268.795,,,,,,1623.282,,,,,1623.282,"111Y"
A1014-07,A1014-07-010,A1014-0150-00,328709.199,293991.93,291547.838,,,2444.092,12147.134,,9283.141,2863.993,,,,,11464.844,,,,,11464.844,,70.355,,70.355,,,,,11001.575,,7799.672,,,599.115,2517.396,85.392,,,,,,,,,,,,,,,,,33.361,,,,,33.361,"111Y"
A1014-08,A1014-08-008,A1014-0151-00,60454.651,5597.42,5597.42,,,,13775.863,10382.078,1767.288,1626.497,,,,,19190.765,,8576.351,,,10614.414,,216.415,166.262,50.153,,,,,16717.89,6165.24,6810.281,2335.049,492.044,412.049,,,503.227,2633.82,,,,599.267,1954.455,80.098,370.749,,370.749,,,,,,1951.729,,,,,1951.729,"111Y"
A1014-09,A1014-09-003,A1014-0152-00,713409.814,467578.464,461803.885,,105.187,5669.392,176249.444,,149299.511,26949.933,,,,,31590.288,,,,,31590.288,,16690.631,16598.853,91.778,,,,,18761.637,673.299,15741.31,,,1852.801,147.079,135.972,211.176,,,,,,,,224.337,,,224.337,,,,,2315.013,,,,,2315.013,"111Y"
A1014-07,A1014-07-011,A1014-0153-00,111402.957,101058.196,100825.645,,15.745,216.806,,,,,,,,,6526.19,,,,,6526.19,,,,,,,,,3780.515,,3568.468,,,,,,212.047,,,,,,,,38.056,,38.056,,,,,,,,,,,,"111Y"
A1014-09,A1014-09-002,A1014-0154-00,118360.963,57949.621,56805.371,,,1144.25,16850.48,,16449.013,401.467,,,,,5798.031,,,,,5798.031,,3963.785,3963.785,,,,,,33188.884,803.062,3016.506,1544.454,5425.68,3485.13,44.002,,18870.05,,,,,,,,,,,,,,,,610.162,,,,,610.162,"111Y"
A1014-06,A1014-06-005,A1014-0155-00,432198.501,290270.689,253361.896,23339.774,3099.845,10469.174,55303.356,,49201.657,6101.699,,,,,18204.761,,,,,18204.761,,30199.043,25509.158,4689.885,,,,,24154.331,2337.728,15233.332,,,3186.198,2311.278,,1085.795,785.643,,,,,785.643,,2119.438,,2119.438,,,,,,11161.24,,3545.39,,,7615.85,"111Y"
A1014-08,A1014-08-008,A1014-0156-00,45654.186,2884.841,2884.841,,,,21348.771,20452.152,,896.619,,,,,9154.33,,519.391,,,8634.939,,986.853,986.853,,,,,,9164.353,1736.397,5361.856,1720.013,,346.087,,,,1927.227,1736.016,115.353,,,,75.858,,,,,,,,,187.811,,,,,187.811,"111Y"
A1014-05,A1014-05-003,A1014-0157-00,580738.689,428409.571,413519.454,,,14890.117,17360.072,,9982.267,7377.805,,,,,22187.585,,2625.638,,,19561.947,,40012.881,36810.987,738.184,,2463.71,,,17618.653,,16175.276,,,670.969,305.354,,467.054,307.446,,,,,307.446,,,,,,,,,,54842.481,,31046.303,,,23796.178,"111Y"
A1014-05,A1014-05-008,A1014-0158-00,332224.404,191534.124,189064.103,,1184.188,1285.833,80540.37,,63043.328,17497.042,,,,,10221.876,,,,,10221.876,,23977.129,23833.799,37.288,,,106.042,,11931.806,145.554,9705.74,,,1766.716,45.499,204.539,63.758,145.721,,,,,145.721,,,,,,,,,,13873.378,,12312.271,,,1561.107,"111Y"
A1014-08,A1014-08-008,A1014-0159-00,91007.388,22428.654,21176.592,,,1252.062,19924.801,13918.899,1425.944,4579.958,,,,,8746.196,,241.123,,,8505.073,,2669.179,2610.497,58.682,,,,,22444.678,2532.01,12188.726,449.169,423.346,1871.463,4241.51,,738.454,11292.109,821.85,10239.127,,,,231.132,705.265,,705.265,,,,,,2796.506,,,,,2796.506,"111Y"
A1014-05,A1014-05-006,A1014-0160-00,35226.505,12316.474,11991.284,,111.654,213.536,,,,,,,,,4814.03,,,,,4814.03,,,,,,,,,7724.114,924.114,3244.999,580.644,,510.283,40.419,,2423.655,5191.665,4308.216,,,883.449,,,1074.721,,833.889,240.832,,,,,4105.501,,,,,4105.501,"111Y"
A1014-11,A1014-11-001,A1014-0161-00,612331.524,490442.535,486052.361,,234.906,4155.268,69208.758,,28315.526,40893.232,,,,,18466.208,,,,,18466.208,,9604.293,9449.663,48.276,,106.354,,,22115.619,,19889.542,114.8,,1236.983,375.392,119.416,379.486,22.301,,,,,,22.301,,,,,,,,,2471.81,,1584.416,,,887.394,"111Y"
A1014-09,A1014-09-002,A1014-0162-00,79751.148,32964.076,29949.592,,,3014.484,5176.536,,4880.751,295.785,,,,,5402.989,,,,,5402.989,,9824.558,7732.086,,,2092.472,,,23539.924,8865.501,11489.133,1925.308,,879.781,,68.389,311.812,,,,,,,,,,,,,,,,2843.065,,977.918,,,1865.147,"111Y"
A1014-07,A1014-07-013,A1014-0163-00,1372977.323,647445.795,644846.744,,165.85,2433.201,652891.926,3958.13,527110.601,121823.195,,,,,37748.081,,,,,37748.081,,13775.705,13641.065,134.64,,,,,19047.884,205.315,17445.124,,,53.452,1020.655,,323.338,452.803,,,,,244.738,208.065,,,,,,,,,1615.129,,,,,1615.129,"111Y"
A1014-05,A1014-05-006,A1014-0164-00,9108.952,4735.942,4735.942,,,,,,,,,,,,2188.976,,,,,2188.976,,,,,,,,,2184.023,62.682,1110.942,345.78,,,664.619,,,,,,,,,,,,,,,,,,0.011,,,,,0.011,"111Y"
A1014-05,A1014-05-007,A1014-0165-00,219268.9,173754.232,171669.993,,,2084.239,9915.941,,5970.481,2324.575,1620.885,,,,6723.176,,,,,6723.176,,,,,,,,,28400.321,,2804.635,,,,,25325.642,270.044,202.218,,,,,202.218,,,,,,,,,,273.012,,,,,273.012,"111Y"
A1014-07,A1014-07-013,A1014-0166-00,3144983.747,421310.579,418787.691,,,2522.888,2468616.159,1937.329,1677202.395,789476.435,,,,,52733.843,,,,,52733.843,,63534.688,62452.602,37.221,,1044.865,,,14580.453,,9486.148,,,682.734,2651.144,,1760.427,71.954,,,,,,71.954,298.975,,298.975,,,,,,123837.096,,113100.124,2110.731,,8626.241,"111Y"
A1014-07,A1014-07-012,A1014-0167-00,533214.314,491890.085,488811.678,,166.15,2912.257,8925.087,,3597.047,5328.04,,,,,13452.545,,,,,13452.545,,2452.559,2191.046,261.513,,,,,13916.192,1389.859,9823.495,,,205.988,2213.401,137.099,146.35,115.729,,,,,115.729,,,,,,,,,,2462.117,,,,,2462.117,"111Y"
A1014-06,A1014-06-008,A1014-0168-00,353600.658,153270.961,150933.865,,,2337.096,52134.597,,36585.616,15548.981,,,,,90105.099,,,,,90105.099,,22565.685,22565.685,,,,,,16241.672,8662.285,2254.013,,3543.333,1553.322,110.806,,117.913,316.18,,,,,316.18,,,,,,,,,,18966.464,,9420.056,,,9546.408,"111Y"
A1014-05,A1014-05-006,A1014-0169-00,321377.957,232762.622,217737.689,,488.907,14536.026,7360.121,,6726.611,633.51,,,,,14476.237,,5730.901,,,8745.336,,38763.85,35675.577,306.679,,2781.594,,,15235.801,339.408,12544.576,780.11,1019.54,254.545,,,297.622,28.893,,,,,,28.893,897.089,897.089,,,,,,,11853.344,,10944.292,,,909.052,"111Y"
A1014-06,A1014-06-009,A1014-0170-00,249328.445,105477.089,93215.963,,8328.524,3932.602,33269.542,,30830.422,2439.12,,,,,15681.076,,,,,15681.076,,42216.28,19887.227,22329.053,,,,,41424.256,121.366,35007.349,,,2336.781,2964.87,,993.89,,,,,,,,,,,,,,,,11260.202,,4877.909,,,6382.293,"111Y"
A1014-06,A1014-06-008,A1014-0171-00,463221.181,276973.148,268910.392,,,8062.756,75267.158,,43924.978,31342.18,,,,,14151.543,,,,,14151.543,,21796.771,21796.771,,,,,,53012.366,645.328,31763.364,602.225,4713.91,4444.633,5916.156,8.738,4918.012,1630.855,,1525.563,,,105.292,,,,,,,,,,20389.34,,9831.001,,,10558.339,"111Y"
A1014-05,A1014-05-011,A1014-0172-00,245089.221,162976.695,150219.44,,10474.297,2282.958,42492.974,,30847.554,11643.979,1.441,,,,9063.134,,,,,9063.134,,3843.839,3719.907,123.932,,,,,24502.914,0.437,10391.505,,,482.913,595.05,12049.408,983.601,,,,,,,,,,,,,,,,2209.665,,,,,2209.665,"111Y"
A1014-07,A1014-07-012,A1014-0173-00,211217.599,193695.057,193107.696,,,587.361,7282.098,,6900.36,381.738,,,,,7231.936,,,,,7231.936,,1598.131,1598.131,,,,,,1410.377,,1226.494,,,83.175,16.418,84.29,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-11,A1014-11-001,A1014-0174-00,411548.867,339279.575,331535.382,,529.769,7214.424,32272.415,,16651.944,15620.471,,,,,16821.228,,,,,16821.228,,13604.721,13486.363,47.695,,70.663,,,9230.407,181.315,8366.7,,,597.229,85.163,,,,,,,,,,,,,,,,,,340.521,,311.553,,,28.968,"111Y"
A1014-09,A1014-09-004,A1014-0175-00,71273.949,30199.286,27044.15,,,3155.136,19937.653,,15467.331,4470.322,,,,,2291.32,,,,,2291.32,,8851.223,8372.834,,,478.389,,,8101.133,,5070.555,,3030.578,,,,,,,,,,,,21.553,,21.553,,,,,,1871.781,,1513.779,,,358.002,"111Y"
A1014-06,A1014-06-010,A1014-0176-00,507827.494,267463.728,256955.549,,,10508.179,96313.124,,79165.99,17147.134,,,,,20380.376,,,,,20380.376,,640.843,640.843,,,,,,53696.17,19988.06,18379.261,736.266,,5524.703,95.453,8650.017,322.41,45096.25,28.232,,,,42702.498,2365.52,,,,,,,,,24237.003,,,,,24237.003,"111Y"
A1014-05,A1014-05-009,A1014-0177-00,148580.64,75177.255,74835.871,,103.458,237.926,19133.746,,16764.545,2369.201,,,,,6688.495,,,,,6688.495,,23661.26,19667.754,,,2450.908,1542.598,,18695.174,3863.731,8931.035,2378.982,688.637,962.485,271.577,105.84,1492.887,344.397,,,,344.397,,,,,,,,,,,4880.313,,2971.565,,,1908.748,"111Y"
A1014-06,A1014-06-010,A1014-0178-00,255575.307,140376.979,133378.606,,,6998.373,19837.901,,11004.088,8833.813,,,,,44906.559,,,,,44906.559,,3778.316,3626.276,152.04,,,,,30740.818,6959.961,8091.741,600.034,4802.732,9264.361,247.927,774.062,,102.008,,,,,102.008,,,,,,,,,,15832.726,,,,,15832.726,"111Y"
A1014-09,A1014-09-005,A1014-0179-00,188506.789,113937.512,107846.574,,4177.707,1913.231,2470.851,,1890.314,580.537,,,,,11965.789,,,,,11965.789,,13030.409,9353.956,135.256,,3541.197,,,39378.9,4767.51,19072.045,2082.963,9222.335,3670.27,130.608,375.969,57.2,,,,,,,,778.402,,778.402,,,,,,6944.926,,2226.169,,,4718.757,"111Y"
A1014-05,A1014-05-010,A1014-0180-00,206845.891,117174.731,116748.551,,,426.18,58593.337,12618.585,27643.435,14599.675,3731.642,,,,3318.544,,,,,3318.544,,665.022,665.022,,,,,,24541.886,,7754.012,728.749,,778.203,11661.055,3326.675,293.192,237.744,,,,,237.744,,1936.424,,1936.424,,,,,,378.203,,,,,378.203,"111Y"
A1014-09,A1014-09-006,A1014-0181-00,86435.308,37930.322,33125.307,,,4805.015,844.26,,844.26,,,,,,9247.172,,,,,9247.172,,,,,,,,,13774.392,1960.142,8410.932,461.483,1087.039,1347.065,237.706,,270.025,22825.272,,22775.539,,,,49.733,,,,,,,,,1813.89,,,,,1813.89,"111Y"
A1014-09,A1014-09-003,A1014-0182-00,1302178.78,821991.961,813649.981,,373.825,7968.155,393150.353,,277079.403,116070.95,,,,,26086.581,,,,,26086.581,,34137.957,31591.418,715.236,,240.044,1591.259,,13752.455,,12137.07,,,1256.389,123.74,127.06,108.196,,,,,,,,,,,,,,,,13059.473,,11878.228,,,1181.245,"111Y"
A1014-09,A1014-09-004,A1014-0183-00,590788.587,344575.381,339230.159,,2081.721,3263.501,162164.402,,115211.349,46953.053,,,,,21359.757,,,,,21359.757,,22706.693,21278.675,23.484,,262.68,1141.854,,25136.145,,17743.698,564.222,,1605.393,3764.362,124.046,1334.424,,,,,,,,3848.621,,3848.621,,,,,,10997.588,,8031.174,,,2966.414,"111Y"
A1014-06,A1014-06-010,A1014-0184-00,233484.002,182085.118,177328.4,,237.281,4519.437,12525.022,,8327.958,4197.064,,,,,10399.613,,,,,10399.613,,709.411,709.411,,,,,,16632.562,169.176,9188.15,,4593.178,1955.234,,,726.824,1118.154,,,,,1118.154,,,,,,,,,,10014.122,,,,,10014.122,"111Y"
A1014-09,A1014-09-006,A1014-0185-00,50778.449,11058.035,10744.704,,,313.331,3207.324,,3207.324,,,,,,8506.169,,,,,8506.169,,5027.19,5027.19,,,,,,16933.557,2074.854,13020.578,503.638,,783.875,63.524,,487.088,1352.415,1352.415,,,,,,,,,,,,,,4693.759,,158.479,,,4535.28,"111Y"
A1014-06,A1014-06-011,A1014-0186-00,67060.65,38784.148,38451.938,,,332.21,1465.399,,1465.399,,,,,,3289.12,,,,,3289.12,,1808.583,1808.583,,,,,,21518.95,109.478,20128.231,,,1138.633,,,142.608,,,,,,,,,,,,,,,,194.45,,,,,194.45,"111Y"
A1014-09,A1014-09-003,A1014-0187-00,310961.848,263642.768,260961.999,,,2680.769,24026.614,,14597.927,9428.687,,,,,9567.614,,,,,9567.614,,2220.323,2220.323,,,,,,10631.573,736.923,7283.814,,,717.802,92.96,64.129,1735.945,,,,,,,,,,,,,,,,872.956,,,,,872.956,"111Y"
A1014-09,A1014-09-007,A1014-0188-00,168951.778,130096.206,117954.83,,,12141.376,3516.26,,468.778,3047.482,,,,,7641.18,,,,,7641.18,,5306.83,4189.335,,,1117.495,,,14064.01,,11986.797,,,1728.034,226.1,77.045,46.034,,,,,,,,1391.873,151.117,1240.756,,,,,,6935.419,,4718.341,,,2217.078,"111Y"
A1014-06,A1014-06-009,A1014-0189-00,48519.679,24531.736,24373.956,,,157.78,530.735,,530.735,,,,,,2219.521,,,,,2219.521,,2850.959,2850.959,,,,,,18119.333,89.293,8443.88,95.921,,54.972,9348.313,,86.954,,,,,,,,,,,,,,,,267.395,,,,,267.395,"111Y"
A1014-05,A1014-05-011,A1014-0190-00,79074.487,59862.453,53447.043,,1940.471,4474.939,,,,,,,,,6113.045,,,,,6113.045,,1199.29,1120.045,79.245,,,,,11859.666,2933.176,5660.887,597.221,,1334.895,1189.495,,143.992,,,,,,,,,,,,,,,,40.033,,,,,40.033,"111Y"
A1014-09,A1014-09-007,A1014-0191-00,154033.796,111643.405,109393.037,,196.781,2053.587,8210.457,,3250.692,4959.765,,,,,6283.707,,,,,6283.707,,14521.512,13371.043,,,1150.469,,,9529.673,274.253,7706.111,,656.742,653.159,50.862,,188.546,,,,,,,,,,,,,,,,3845.042,,1798.307,,,2046.735,"111Y"
A1014-05,A1014-05-008,A1014-0192-00,207014.961,98667.148,92522.438,3046.586,,3098.124,32637.005,,21078.483,11558.522,,,,,9105.413,,,,,9105.413,,47222.126,36818.984,254.183,631.64,7599.043,1918.276,,4536.376,160.83,4253.415,,,65.548,0.379,,56.204,,,,,,,,238.002,,238.002,,,,,,14608.891,,14462.736,,,146.155,"111Y"
A1014-05,A1014-05-011,A1014-0193-00,298668.625,154662.435,120868.712,27641.893,,6151.83,11036.712,,11036.712,,,,,,14396.017,,,,,14396.017,,36534.535,34282.657,757.967,,1493.911,,,15985.869,1189.453,10708.909,,2374.404,905.088,21.897,,786.118,111.066,,,,,111.066,,54543.013,,54543.013,,,,,,11398.978,,10669.269,,,729.709,"111Y"
A1014-09,A1014-09-005,A1014-0194-00,82150.495,68475.383,68252.974,,,222.409,,,,,,,,,4844.229,,,,,4844.229,,,,,,,,,7093.004,882.118,2415.827,1107.882,,1982.364,616.232,88.581,,650.169,,,,650.169,,,1021.613,,1021.613,,,,,,66.097,,,,,66.097,"111Y"
A1014-07,A1014-07-013,A1014-0195-00,867073.412,200639.702,200612.409,,,27.293,629849.601,23150.383,533486.75,73212.468,,,,,24356.595,,,,,24356.595,,3084.23,3084.23,,,,,,4629.503,,4042.035,587.388,,,,,0.08,,,,,,,,,,,,,,,,4513.781,,1272.592,2441.747,,799.442,"111Y"
