CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1001-03,A1001-03-014,A1001-0089-00,54879.661,38144.103,37152.09,,,992.013,,,,,,,,,6845.3,,,,,6845.3,,,,,,,,,8657.61,,7438.96,873.54,174.155,170.955,,,,,,,,,,,,,,,,,,,1232.648,,,,,1232.648,"111Y"
A1001-07,A1001-07-004,A1001-0090-00,22643.753,,,,,,,,,,,,,,1499.991,,,,,1499.991,,,,,,,,,21143.762,57.102,1189.195,1307.325,18590.14,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-05,A1001-05-013,A1001-0091-00,215828.192,165640.697,158673.573,5800.63,,1166.494,,,,,,,,,15040.89,,,,,15040.89,,9208.025,6044.02,3164.005,,,,,19817.375,,13111.179,,2290.939,4415.257,,,,,,,,,,,,,,,,,,,6121.205,,,,,6121.205,"111Y"
A1001-03,A1001-03-014,A1001-0092-00,69949.37,38357.554,38064.735,,,292.819,1416.271,,1163.6,,252.671,,,,7419.484,,,,,7419.484,,,,,,,,,21744.773,,16703.196,434.061,1399.304,2200.775,,,1007.437,,,,,,,,,,,,,,,,1011.288,,,,,1011.288,"111Y"
A1001-05,A1001-05-014,A1001-0093-00,113645.859,99085.643,92910.268,,77.614,6097.761,,,,,,,,,4958.881,,,,,4958.881,,,,,,,,,9601.335,3934.646,735.534,681.596,4249.559,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-004,A1001-0094-00,32563.094,,,,,,,,,,,,,,1846.786,,,,,1846.786,,,,,,,,,30679.316,,,,30679.316,,,,,,,,,,,,,,,,,,,,36.992,,36.992,,,,"111Y"
A1001-05,A1001-05-014,A1001-0095-00,151538.677,98284.105,94444.218,,,3839.887,5456.67,,5456.67,,,,,,2725.933,,,,,2725.933,,14842.309,6219.713,1654.004,,3543.398,3425.194,,17053.734,,2985.687,,11682.93,1427.684,,464.73,492.703,,,,,,,,,,,,,,,,13175.926,,,,,13175.926,"111Y"
A1001-02,A1001-02-013,A1001-0096-00,46342.485,19643.975,13626.499,,,6017.476,,,,,,,,,7953.48,,,,,7953.48,,854.718,830.945,,,,23.773,,16801.302,,16089.373,562.001,,149.928,,,,,,,,,,,,,,,,,,,1089.01,,,,,1089.01,"111Y"
A1001-06,A1001-06-005,A1001-0097-00,124925.108,89978.779,83947.134,,,6031.645,,,,,,,,,11500.521,,,1461.633,,10038.888,,2886.139,2886.139,,,,,,19728.606,382.697,8491.952,,8237.38,2616.577,,,,,,,,,,,,,,,,,,,831.063,,,,,831.063,"111Y"
A1001-07,A1001-07-004,A1001-0098-00,33717.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,33717.037,,,,33717.037,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-007,A1001-0099-00,101485.614,73469.533,73014.423,,,455.11,,,,,,,,,17494.794,,,3281.689,,14213.105,,3245.945,3245.945,,,,,,6459.523,,5437.692,746.619,,,51.41,223.802,,,,,,,,,,,,,,,,,815.819,,,,,815.819,"111Y"
A1001-02,A1001-02-013,A1001-0100-00,8075.114,3836.187,3784.299,,51.888,,,,,,,,,,1499.375,,,,,1499.375,,,,,,,,,2739.552,,2739.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-05,A1001-05-013,A1001-0101-00,102420.803,90882.615,89483.57,,,1399.045,2596.761,,2596.761,,,,,,2425.512,,,,,2425.512,,1714.778,1714.778,,,,,,1282.395,,1140.913,,,,,50.967,90.515,,,,,,,,,,,,,,,,3518.742,,,,,3518.742,"111Y"
A1001-05,A1001-05-018,A1001-0102-00,20074.319,326.171,326.171,,,,,,,,,,,,1147.378,,,,,1147.378,,17421.768,6065.066,,,10375.347,981.355,,92.65,,,,,92.65,,,,,,,,,,,,,,,,,,,1086.352,,1033.343,,,53.009,"111Y"
A1001-07,A1001-07-004,A1001-0103-00,13822.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,13822.667,,,,13822.667,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-004,A1001-0104-00,169687.653,1.933,1.933,,,,,,,,,,,,8965.02,,,,,8965.02,,3144.854,3144.854,,,,,,154516.219,4543.23,4071.822,2927.896,140782.626,2190.645,,,,1061.645,,,,,1061.645,,,,,,,,,,1997.982,,1859.431,,,138.551,"111Y"
A1001-07,A1001-07-004,A1001-0105-00,12307.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,12307.857,510.863,,,11584.559,212.435,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-006,A1001-0106-00,292459.457,176267.519,163667.723,,,12599.796,11518.839,,9253.969,2264.87,,,,,16988.681,,,,,16988.681,,6781.18,6139.067,,,,642.113,,52869.155,1062.569,11079.255,345.298,20940.755,7208.128,54.495,11848.404,330.251,9438.392,669.561,,,,8768.831,,,,,,,,,,18595.691,,1146.272,,,17449.419,"111Y"
A1001-07,A1001-07-005,A1001-0107-00,180856.777,18781.797,18781.797,,,,3330.429,,3330.429,,,,,,13800.596,,,,,13800.596,,,,,,,,,113386.731,24023.76,12081.798,674.533,39156.053,32262.507,,,5188.08,17951.724,,,,,,17951.724,,,,,,,,,13605.5,,,,,13605.5,"111Y"
A1001-05,A1001-05-018,A1001-0108-00,33569.149,29704.261,25162.495,,,4541.766,,,,,,,,,1017.786,,,,,1017.786,,567.018,567.005,,,,0.013,,2200.385,,454.015,,,1746.37,,,,,,,,,,,,,,,,,,,79.699,,,,,79.699,"111Y"
A1001-07,A1001-07-006,A1001-0109-00,75303.729,1596.611,1596.611,,,,,,,,,,,,9987.284,,,,,9987.284,,,,,,,,,51165.912,11559.143,6813.209,326.975,27068.125,4664.976,,,733.484,1913.074,,,,1913.074,,,,,,,,,,,10640.848,,,,,10640.848,"111Y"
A1001-07,A1001-07-006,A1001-0110-00,130211.172,60795.878,59299.377,,1496.501,,,,,,,,,,22885.076,,,,,22885.076,,595.811,595.811,,,,,,29539.136,2853.305,15556.049,1823.819,1.143,9304.82,,,,14119.646,,,,,1018.562,13101.084,,,,,,,,,2275.625,,,,,2275.625,"111Y"
A1001-07,A1001-07-006,A1001-0111-00,72475.978,25264.635,24820.308,,225.434,218.893,,,,,,,,,13326.994,,,,,13326.994,,2820.537,2820.537,,,,,,29522.27,21045.489,789.409,,5249.124,2438.248,,,,,,,,,,,,,,,,,,,1541.542,,,,,1541.542,"111Y"
A1001-05,A1001-05-014,A1001-0112-00,101355.641,58221.737,53390.69,,,4831.047,,,,,,,,,7772.675,,,,,7772.675,,,,,,,,,25703.85,986.183,,,14707.031,10010.636,,,,1372.482,,,,,1372.482,,,,,,,,,,8284.897,,,,,8284.897,"111Y"
A1001-05,A1001-05-017,A1001-0113-00,291963.637,264958.442,211479.675,,4164.731,49314.036,956.298,,936.861,,19.437,,,,12398.462,,,,,12398.462,,101.474,101.474,,,,,,9753.968,1526.079,3597.311,,1757.546,2873.032,,,,3009.349,,,,,,3009.349,392.82,,392.82,,,,,,392.824,,,,,392.824,"111Y"
A1001-05,A1001-05-017,A1001-0114-00,114809.269,97046.682,86615.197,,2977.202,7454.283,,,,,,,,,7675.282,,,,,7675.282,,189.095,189.095,,,,,,7628.022,1165.083,4642.289,,1410.499,410.151,,,,,,,,,,,,,,,,,,,2270.188,,,,,2270.188,"111Y"
A1001-05,A1001-05-015,A1001-0115-00,183605.096,73557.357,72243.817,,,1313.54,,,,,,,,,13406.962,,,,,13406.962,,11758.513,4697.467,385.838,,3578.177,3097.031,,71196.425,4742.322,50061.427,1838.142,8755.958,3498.189,,,2300.387,,,,,,,,,,,,,,,,13685.839,,,,,13685.839,"111Y"
A1001-05,A1001-05-018,A1001-0116-00,64013.671,58069.477,43694.124,,,14375.353,,,,,,,,,3170.093,,,,,3170.093,,2405.496,2405.496,,,,,,145.637,,,,,,,145.637,,,,,,,,,,,,,,,,,222.968,,,,,222.968,"111Y"
A1001-05,A1001-05-018,A1001-0117-00,61906.016,44686.944,36932.439,,,7754.505,,,,,,,,,2873.577,,,,,2873.577,,14274.932,5600.248,,,7671.123,1003.561,,70.563,,,,,70.563,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-05,A1001-05-016,A1001-0118-00,81168.481,29317.262,28058.474,,999.51,259.278,,,,,,,,,10868.051,,,,,10868.051,,96.187,0.081,96.106,,,,,39109.911,183.828,31906.144,766.284,896.573,2694.239,1510.512,,1152.331,296.945,,,,296.945,,,,,,,,,,,1480.125,,,,,1480.125,"111Y"
A1001-05,A1001-05-013,A1001-0119-00,154941.248,111538.603,94027.485,,,17511.118,16.888,,16.888,,,,,,9080.579,,,,,9080.579,,2513.772,2513.772,,,,,,30630.228,,7984.079,,1656.364,18556.896,2432.889,,,,,,,,,,27.136,,27.136,,,,,,1134.042,,,,,1134.042,"111Y"
A1001-06,A1001-06-007,A1001-0120-00,139445.218,113257.52,113013.3,,,244.22,,,,,,,,,10413.524,,,1814.648,,8598.876,,2280.63,2280.63,,,,,,10376.185,,10376.185,,,,,,,,,,,,,,1724.676,,1724.676,,,,,,1392.683,,,,,1392.683,"111Y"
A1001-06,A1001-06-005,A1001-0121-00,200230.718,152844.848,150609.539,,1649.231,586.078,,,,,,,,,23023.296,,,4790.121,,18233.175,,18315.305,9311.471,,,5744.429,3259.405,,4503.338,,2500.286,,,,1325.489,432.12,245.443,,,,,,,,,,,,,,,,1543.931,,,,,1543.931,"111Y"
A1001-07,A1001-07-009,A1001-0122-00,211831.011,184879.79,177850.709,,,7029.081,6143.254,,425.951,5717.303,,,,,4809.911,,,,,4809.911,,4268.154,4268.154,,,,,,10060.86,,1287.882,,2897.565,5875.413,,,,,,,,,,,,,,,,,,,1669.042,,499.801,,,1169.241,"111Y"
A1001-06,A1001-06-008,A1001-0123-00,47652.549,40111.31,32668.825,,,7442.485,,,,,,,,,6288.459,,,,,6288.459,,,,,,,,,1252.78,441.584,,,,795.267,15.929,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-009,A1001-0124-00,139374.872,128186.42,124527.718,,200.817,3457.885,,,,,,,,,10151.087,,,,,10151.087,,,,,,,,,748.611,,748.611,,,,,,,,,,,,,,,,,,,,,,288.754,,,,,288.754,"111Y"
A1001-06,A1001-06-006,A1001-0125-00,104161.879,56010.137,54735.734,,33.543,1240.86,1875.746,,1124.067,751.679,,,,,14767.564,,,,,14767.564,,,,,,,,,28898.372,9158.03,15208.08,607.765,,3378.997,391.103,32.21,122.187,,,,,,,,,,,,,,,,2610.06,,,,,2610.06,"111Y"
A1001-07,A1001-07-007,A1001-0126-00,41292.311,26235.228,26203.525,,,31.703,550.714,,550.714,,,,,,9171.086,,,,,9171.086,,,,,,,,,1885.826,,,,,1850.112,35.714,,,,,,,,,,,,,,,,,,3449.457,,,,,3449.457,"111Y"
A1001-05,A1001-05-017,A1001-0127-00,170275.235,138898.053,126055.043,,1695.22,11147.79,,,,,,,,,9615.205,,,,,9615.205,,178.578,,178.578,,,,,21253.344,497.273,13079.893,250.43,2425.863,873.106,17.632,1894.891,2214.256,,,,,,,,,,,,,,,,330.055,,,,,330.055,"111Y"
A1001-06,A1001-06-010,A1001-0128-00,236587.93,127273.18,124395.236,,1189.183,1688.761,11168.718,,11168.718,,,,,,13349.212,,,936.788,,12412.424,,43216.656,8039.25,18125.526,,11451.04,5600.84,,33864.134,2865.784,13530.441,1535.964,7639.128,7456.332,701.875,134.61,,2770.339,,2770.339,,,,,,,,,,,,,4945.691,,799.665,,,4146.026,"111Y"
A1001-07,A1001-07-008,A1001-0129-00,208797.532,28245.818,28190.056,,,55.762,,,,,,,,,81937.71,,,,,81937.71,,1774.41,549.219,1225.191,,,,,11322.755,7808.112,,,,3514.643,,,,,,,,,,,,,,,,,,,85516.839,,,,,85516.839,"111Y"
A1001-05,A1001-05-019,A1001-0130-00,162706.723,156937.116,145477.546,,,11459.57,,,,,,,,,4560.857,,,,,4560.857,,289.968,289.968,,,,,,918.782,,,,,818.498,,100.284,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-05,A1001-05-018,A1001-0131-00,84070.614,78730.239,50601.585,,,28128.654,,,,,,,,,2588.968,,,,,2588.968,,2140.762,2140.762,,,,,,197.087,,154.345,,,,,42.742,,,,,,,,,,,,,,,,,413.558,,,,,413.558,"111Y"
A1001-05,A1001-05-018,A1001-0132-00,94616.122,74207.346,53853.749,,,20353.597,,,,,,,,,3583.665,,,,,3583.665,,16349.563,5770.346,,,9335.858,1243.359,,475.548,,,,,475.548,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-007,A1001-0133-00,506489.209,415280.322,407703.875,,,7576.447,,,,,,,,,21581.528,,,3459.645,,18121.883,,60349.803,23342.437,,,25267.206,11740.16,,3501.598,,3374.111,,,43.88,83.607,,,,,,,,,,,,,,,,,,5775.958,,,,,5775.958,"111Y"
A1001-07,A1001-07-009,A1001-0134-00,366187.873,327727.632,327696.282,,,31.35,3747.011,,3595.096,151.915,,,,,9965.803,,,,,9965.803,,5776.64,4827.288,,,949.352,,,6274.593,211.873,422.462,,,2973.403,,1903.853,763.002,,,,,,,,,,,,,,,,12696.194,,,,,12696.194,"111Y"
A1001-06,A1001-06-011,A1001-0135-00,17763.361,500.846,500.846,,,,478.109,,478.109,,,,,,2787.318,,,,,2787.318,,,,,,,,,11790.815,402.069,10372.756,70.334,,278.55,,,667.106,,,,,,,,,,,,,,,,2206.273,,,,,2206.273,"111Y"
A1001-07,A1001-07-009,A1001-0136-00,312357.679,214774.051,210671.443,,697.713,3404.895,2063.434,,2044.625,18.809,,,,,28237.313,,,,,28237.313,,15434.882,8592.66,6842.222,,,,,33077.8,1209.217,353.408,,4087.836,12065.573,1946.386,13415.38,,4823.17,,,,,,4823.17,,,,,,,,,13947.029,,,,,13947.029,"111Y"
A1001-06,A1001-06-014,A1001-0137-00,36588.889,3479.084,3319.833,,64.796,94.455,,,,,,,,,4520.381,,,,,4520.381,,,,,,,,,25365.187,116.953,22917.667,254.653,43.058,1140.195,,,892.661,,,,,,,,,,,,,,,,3224.237,,,,,3224.237,"111Y"
A1001-05,A1001-05-019,A1001-0138-00,169685.475,140655.528,140447.705,,,207.823,,,,,,,,,4309.55,,,,,4309.55,,2372.977,2247.303,125.674,,,,,22086.14,,,,,2461.169,797.951,18827.02,,,,,,,,,,,,,,,,,261.28,,,,,261.28,"111Y"
A1001-05,A1001-05-019,A1001-0139-00,143716.798,67879.55,65164.209,,,2715.341,64286.744,,64286.744,,,,,,4723.915,,,,,4723.915,,2293.412,2293.412,,,,,,2867.439,,2489.357,,,378.082,,,,,,,,,,,,,,,,,,,1665.738,,,,,1665.738,"111Y"
A1001-06,A1001-06-012,A1001-0140-00,74964.821,39550.897,36852.887,,1294.231,1403.779,390.847,,,390.847,,,,,7761.638,,,,,7761.638,,730.142,730.142,,,,,,24009.898,330.867,17397.774,506.027,345.255,3160.059,924.417,,1345.499,,,,,,,,,,,,,,,,2521.399,,,,,2521.399,"111Y"
A1001-05,A1001-05-020,A1001-0141-00,395131.736,225875.178,206999.382,2679.049,,16196.747,82584.035,,82584.035,,,,,,18781.2,,,,,18781.2,,29471.63,19443.718,10027.912,,,,,26957.818,,5110.655,,11158.266,10186.925,,254.06,247.912,1630.196,,,,,,1630.196,,,,,,,,,9831.679,,,,,9831.679,"111Y"
A1001-05,A1001-05-018,A1001-0142-00,87506.401,82849.679,59132.61,,,23717.069,,,,,,,,,2791.176,,,,,2791.176,,1517.351,1517.351,,,,,,60.941,,60.941,,,,,,,,,,,,,,,,,,,,,,287.254,,,,,287.254,"111Y"
A1001-05,A1001-05-018,A1001-0143-00,65111.841,54217.227,52341.793,,,1875.434,6628.803,,6628.803,,,,,,4212.525,,,,,4212.525,,,,,,,,,53.286,,,,,,,53.286,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-013,A1001-0144-00,398795.125,349968.407,318109.79,,12883.643,18974.974,347.282,,347.282,,,,,,17784.639,,,,,17784.639,,1223.554,1138.61,84.944,,,,,19471.484,5310.177,4218.774,237.573,,9506.809,,198.151,,,,,,,,,1197.755,,1197.755,,,,,,8802.004,,,,,8802.004,"111Y"
A1001-06,A1001-06-013,A1001-0145-00,278519.86,255628.104,240237.824,,,15390.28,,,,,,,,,15689.692,,,,,15689.692,,2485.628,2485.628,,,,,,4303.666,246.711,3497.026,,,493.811,,66.118,,,,,,,,,186.285,,186.285,,,,,,226.485,,,,,226.485,"111Y"
A1001-07,A1001-07-010,A1001-0146-00,245870.334,2043.501,1471.964,,,571.537,3250.873,,3250.873,,,,,,82576.374,,,,,82576.374,,5980.016,5980.016,,,,,,25159.683,608.198,14558.505,1015.681,,3966.676,4134.98,,875.643,,,,,,,,,,,,,,,,126859.887,,,,,126859.887,"111Y"
A1001-06,A1001-06-014,A1001-0147-00,53445.524,15683.348,14964.06,,91.601,627.687,,,,,,,,,5258.808,,,,,5258.808,,12832.682,,12832.682,,,,,15482.46,,11311.235,,,916.462,2545.456,,709.307,22.777,,,,,,22.777,351.157,,351.157,,,,,,3814.292,,,,,3814.292,"111Y"
A1001-06,A1001-06-015,A1001-0148-00,13522.846,805.126,647.799,,113.455,43.872,,,,,,,,,2086.977,,,,,2086.977,,,,,,,,,10172.174,231.095,8581.313,492.046,,646.94,,,220.78,,,,,,,,,,,,,,,,458.569,,,,,458.569,"111Y"
A1001-07,A1001-07-011,A1001-0149-00,37371.026,1736.753,1637.147,,99.606,,529.092,,529.092,,,,,,7792.104,,,,,7792.104,,1957.836,1957.836,,,,,,21527.774,,19467.528,,,1430.712,12.544,,616.99,1413.266,,,,1413.266,,,,,,,,,,,2414.201,,,,,2414.201,"111Y"
A1001-06,A1001-06-018,A1001-0150-00,140793.654,113696.82,113567.156,,,129.664,,,,,,,,,17447.522,,,3940.127,,13507.395,,2458.385,2365.847,2.868,,71.877,17.793,,6457.401,,,,6297.858,,159.543,,,,,,,,,,,,,,,,,,733.526,,,,,733.526,"111Y"
A1001-06,A1001-06-019,A1001-0151-00,37686.836,4666.13,4363.783,,,302.347,,,,,,,,,7532.131,,,,,7532.131,,,,,,,,,22961.562,282.596,17822.889,157.411,,1744.864,2573.8,,380.002,,,,,,,,,,,,,,,,2527.013,,,,,2527.013,"111Y"
A1001-05,A1001-05-021,A1001-0152-00,1153265.641,868160.139,855615.419,,,12544.72,138847.834,,138847.834,,,,,,71907.946,,,,,71907.946,,42168.665,20526.27,,,19087.693,2554.702,,21396.235,,,,1836.07,,,19560.165,,,,,,,,,,,,,,,,,10784.822,,,,,10784.822,"111Y"
A1001-06,A1001-06-016,A1001-0153-00,47116.205,13730.559,13335.346,,50.876,344.337,544.049,,,544.049,,,,,3859.019,,,,,3859.019,,,,,,,,,25075.5,208.582,17298.881,243.843,,738.842,,,6585.352,,,,,,,,,,,,,,,,3907.078,,,,,3907.078,"111Y"
A1001-06,A1001-06-017,A1001-0154-00,62672.804,11138.708,11013.286,,,125.422,,,,,,,,,4961.852,,,,,4961.852,,1184.018,,1184.018,,,,,21731.93,,17706.255,551.227,,563.421,,,2911.027,21850.636,,20600.142,,1250.494,,,,,,,,,,,1805.66,,,,,1805.66,"111Y"
A1001-06,A1001-06-021,A1001-0155-00,117467.075,104869.414,82983.1,4217.406,7487.411,10181.497,,,,,,,,,7937.531,,,,,7937.531,,,,,,,,,4660.13,499.276,2328.254,,1518.815,249.185,,64.6,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-016,A1001-0156-00,92854.119,54483.95,54483.95,,,,87.634,,87.634,,,,,,21358.148,,,,,21358.148,,370.264,370.264,,,,,,8.316,,,,,,8.316,,,16369.634,,,,,16369.634,,,,,,,,,,176.173,,,,,176.173,"111Y"
A1001-07,A1001-07-014,A1001-0157-00,103501.942,76765.169,76765.169,,,,,,,,,,,,26736.773,,,,,26736.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-012,A1001-0158-00,36544.391,2764.799,1631.956,,,1132.843,,,,,,,,,5125.44,,,,,5125.44,,,,,,,,,26994.388,,25262.919,386.363,420.932,470.512,215.276,,238.386,,,,,,,,,,,,,,,,1659.764,,,,,1659.764,"111Y"
A1001-06,A1001-06-019,A1001-0159-00,51496.941,27609.698,27579.981,,,29.717,,,,,,,,,8558.858,,,,,8558.858,,,,,,,,,15012.93,,13627.167,,,248.687,2.508,,1134.568,,,,,,,,,,,,,,,,315.455,,,,,315.455,"111Y"
A1001-06,A1001-06-020,A1001-0160-00,350217.784,314874.252,314406.152,,,468.1,5067.087,,5067.087,,,,,,14059.001,,,,,14059.001,,16174.838,6096.337,,,3063.249,7015.252,,23.049,,,,,,,23.049,,,,,,,,,,,,,,,,,19.557,,,,,19.557,"111Y"
A1001-06,A1001-06-018,A1001-0161-00,169025.032,148912.164,148912.164,,,,,,,,,,,,16461.668,,,3360.542,,13101.126,,,,,,,,,3651.2,,1138.007,,2513.193,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-021,A1001-0162-00,150163.495,122688.036,97584.521,,5031.305,20072.21,,,,,,,,,10283.812,,,,,10283.812,,858.381,858.381,,,,,,16248.838,,13186.385,336.158,,2362.812,30.406,,333.077,84.428,,,,,84.428,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-013,A1001-0163-00,205360.811,122526.65,122494.781,,,31.869,4979.062,,4774.257,204.805,,,,,17502.635,,,,,17502.635,,29491.583,16634.233,9675.048,,,3182.302,,4664.242,44.46,350.885,,,4236.028,32.869,,,,,,,,,,9.571,,9.571,,,,,,26187.068,,,,,26187.068,"111Y"
A1001-06,A1001-06-023,A1001-0164-00,46185.132,29238.868,28976.363,,149.1,113.405,,,,,,,,,4480.331,,,,,4480.331,,308.613,308.613,,,,,,11996.485,218.379,9880.832,887.621,,762.756,,,246.897,,,,,,,,,,,,,,,,160.835,,,,,160.835,"111Y"
A1001-06,A1001-06-022,A1001-0165-00,99214.918,91077.368,87135.033,73.032,,3869.303,784.139,,784.139,,,,,,5408.981,,,,,5408.981,,1019.528,1019.528,,,,,,924.902,,,,,133.548,,,791.354,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-06,A1001-06-023,A1001-0166-00,54059.601,38423.791,35120.715,,,3303.076,2560.672,,2560.672,,,,,,4070.252,,,,,4070.252,,,,,,,,,6397.638,1221.495,3254.405,605.319,,1316.419,,,,,,,,,,,,,,,,,,,2607.248,,,,,2607.248,"111Y"
A1001-06,A1001-06-022,A1001-0167-00,160481.499,139129.511,118044.11,,2413.244,18672.157,58.728,,58.728,,,,,,14199.866,,,,,14199.866,,4710.903,4710.903,,,,,,1425.285,196.211,,,1032.893,196.181,,,,,,,,,,,,,,,,,,,957.206,,,,,957.206,"111Y"
A1001-06,A1001-06-027,A1001-0168-00,204341.334,184348.02,184348.02,,,,3828.535,,3828.535,,,,,,922.339,,,,,922.339,,15129.518,8067.151,65.521,,819.341,6177.505,,,,,,,,,,,112.922,,,,,112.922,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-014,A1001-0169-00,258325.085,212539.396,212539.396,,,,377.005,,,377.005,,,,,31485.662,,,,,31485.662,,6433.567,6370.634,,,62.933,,,,,,,,,,,,,,,,,,,,,,,,,,,7489.455,,6184.268,,,1305.187,"111Y"
A1001-07,A1001-07-015,A1001-0170-00,98502.607,53289.752,53028.998,,176.011,84.743,4562.473,,1432.961,3129.512,,,,,4443.901,,,,,4443.901,,5435.865,,5435.865,,,,,14115.051,,6003.813,,1962.718,81.993,5038.066,701.136,327.325,,,,,,,,14890.993,,,14890.993,,,,,1764.572,,,,,1764.572,"111Y"
A1001-06,A1001-06-023,A1001-0171-00,88769.191,70926.371,70689.043,,,237.328,,,,,,,,,4878.278,,,,,4878.278,,1195.698,1195.698,,,,,,10638.516,334.526,6355.311,,,2597.447,,,1351.232,96.318,,,,,96.318,,,,,,,,,,1034.01,,,,,1034.01,"111Y"
A1001-07,A1001-07-017,A1001-0172-00,261986.756,107819.491,107558.598,,,260.893,63765.568,,63765.568,,,,,,34357.413,,,,,34357.413,,11285.931,9526.275,1759.656,,,,,10435.027,,2580.54,,,728.857,168.899,6956.731,,,,,,,,,27615.54,26945.115,670.425,,,,,,6707.786,,,,,6707.786,"111Y"
A1001-06,A1001-06-023,A1001-0173-00,115784.278,103975.112,102680.964,,1284.302,9.846,,,,,,,,,4896.252,,,,,4896.252,,578.877,578.877,,,,,,5866.192,,3192.396,142.99,1908.892,621.914,,,,,,,,,,,,,,,,,,,467.845,,,,,467.845,"111Y"
A1001-06,A1001-06-022,A1001-0174-00,111819.184,105840.493,105840.493,,,,,,,,,,,,5966.505,,,,,5966.505,,12.186,12.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-017,A1001-0175-00,1271441.267,1084317.381,1060152.992,,72.974,24091.415,11491.813,,11041.003,450.81,,,,,89506.041,,,,,89506.041,,55980.986,25757.932,1855.809,,25046.169,3321.076,,12889.118,,8322.485,1370.187,147.999,2646.29,109.825,292.332,,,,,,,,,,,,,,,,,17255.928,,,,,17255.928,"111Y"
A1001-07,A1001-07-021,A1001-0176-00,167969.589,161302.813,161302.813,,,,1660.663,,1055.086,605.577,,,,,4864.77,,,,,4864.77,,,,,,,,,141.343,,,,,,141.343,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-018,A1001-0177-00,119198.8,102594.676,102594.676,,,,637.121,,,637.121,,,,,3261.998,,,,,3261.998,,,,,,,,,12705.005,,11127.309,,1118.276,158.285,301.135,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1001-07,A1001-07-016,A1001-0178-00,480656.715,427007.185,426071.372,,,935.813,272.616,,272.616,,,,,,32976.534,,,,,32976.534,,4457.402,4457.402,,,,,,384.85,,384.785,,,,,,0.065,11607.906,11607.906,,,,,,,,,,,,,,3950.222,,,,,3950.222,"111Y"
A1001-06,A1001-06-024,A1001-0179-00,458029.677,345888.175,345585.761,,,302.414,77099.562,,77099.562,,,,,,29733.997,,,3835.622,,25898.375,,2047.896,2047.566,,,,0.33,,2831.437,,,,,1353.963,,,1477.474,139.69,,,,,139.69,,,,,,,,,,288.92,,,,,288.92,"111Y"
