"Mode","API","Attribute","type","title","description","format"
"Rail","News","NewsID","string","Guid","消息編號","uuid"
"Rail","News","Language","string","String","語系",NA
"Rail","News","NewsCategory","string","String","消息類別",NA
"Rail","News","Title","string","String","消息標題",NA
"Rail","News","Description","string","String","消息內容描述",NA
"Rail","News","NewsUrl","string","String","消息網址連結",NA
"Rail","News","AttachmentUrlList","array","Array","消息附件網址連結",NA
"Rail","News","StartTime","string","DateTime","開始時間","date-time"
"Rail","News","EndTime","string",NA,"結束時間","date-time"
"Rail","News","PublishTime","string","DateTime","消息發布日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","News","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","THSRShape","LineID","string","String","路線代碼",NA
"Rail","THSRShape","LineName",NA,"NameType","路線名稱",NA
"Rail","THSRShape","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","THSRShape","Geometry","string","String","well-known text，為路線軌跡資料",NA
"Rail","THSRShape","EncodedPolyline","string","String","路線軌跡編碼(encoded polyline)",NA
"Rail","AvailableSeatStatus","UpdateTime","string",NA,"更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","AvailableSeats","array","Array","對號座位狀態資訊(依高鐵規定若營運狀態有異常狀況時，剩餘座位資訊將停留在最後正常運行時間之狀態不做更新，實際資料請參考高鐵各車站現場對號座剩餘座位資訊看板)",NA
"Rail","AvailableSeatStatus","Count","integer",NA,"資料總筆數","int64"
"Rail","AvailableSeat","TrainNo","string","String","車次號碼",NA
"Rail","AvailableSeat","Direction","integer","Int32","方向 : [0:'南下',1:'北上']",NA
"Rail","AvailableSeat","StationID","string","String","查詢車站代碼",NA
"Rail","AvailableSeat","StationName",NA,"NameType","查詢車站名稱",NA
"Rail","AvailableSeat","DepartureTime","string","String","發車時間(格式: HH:mm)",NA
"Rail","AvailableSeat","EndingStationID","string","String","終點車站代碼",NA
"Rail","AvailableSeat","EndingStationName",NA,"NameType","終點車站名稱",NA
"Rail","AvailableSeat","StopStations","array","Array","車次停靠站點組合",NA
"Rail","AvailableSeat","SrcUpdateTime","string","DateTime","來源平台更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StopStation","StopSequence","integer","Int32","跑法站序","int32"
"Rail","StopStation","StationID","string","String","車站代碼",NA
"Rail","StopStation","StationCode","string","String","車站簡碼(訂票系統用)",NA
"Rail","StopStation","StationName",NA,"NameType","車站名稱",NA
"Rail","StopStation","StandardSeatStatus","string","String","標準席剩餘座位狀態 = ['O: 尚有座位' or 'L: 座位有限' or 'X: 已無座位']",NA
"Rail","StopStation","BusinessSeatStatus","string","String","商務席剩餘座位狀態 =  ['O: 尚有座位' or 'L: 座位有限' or 'X: 已無座位']",NA
"Rail","StationExit","StationID","string","String","車站代碼",NA
"Rail","StationExit","StationName",NA,"NameType","車站名稱",NA
"Rail","StationExit","ExitID","string","String","出入口代碼",NA
"Rail","StationExit","ExitName",NA,"NameType","出入口名稱",NA
"Rail","StationExit","ExitPosition",NA,"PointType","出入口座標",NA
"Rail","StationExit","LocationDescription","string","String","地址描述",NA
"Rail","StationExit","Stair","boolean",NA,"是否有樓梯",NA
"Rail","StationExit","Escalator","boolean",NA,"是否有電扶梯",NA
"Rail","StationExit","Elevator","boolean",NA,"是否有電梯",NA
"Rail","StationExit","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationExit","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","UpdateTime","string",NA,"PTX平台更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","SrcUpdateTime","string",NA,"來源平台更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","Count","integer",NA,"資料總筆數","int64"
"Rail","AvailableSeatStatus","TrainDate","string","String","營運日說明(格式: yyyy-MM-dd)",NA
"Rail","AvailableSeatStatus","AvailableSeats","array","Array","對號座位狀態資訊(依高鐵規定若營運狀態有異常狀況時，剩餘座位資訊將停留在最後正常運行時間之狀態不做更新，實際資料請參考高鐵各車站現場對號座剩餘座位資訊看板)",NA
"Rail","AvailableSeat","TrainNo","string","String","車次號碼",NA
"Rail","AvailableSeat","Direction","integer","Int32","方向 : [0:'南下',1:'北上']",NA
"Rail","AvailableSeat","StartingStationID","string","String","起點車站代碼",NA
"Rail","AvailableSeat","StartingStationCode","string","String","起站車站簡碼(訂票系統用)",NA
"Rail","AvailableSeat","StartingStationName",NA,"NameType","起點車站名稱",NA
"Rail","AvailableSeat","EndingStationID","string","String","終點車站簡碼(訂票系統用)",NA
"Rail","AvailableSeat","EndingStationCode","string","String","終點車站代碼",NA
"Rail","AvailableSeat","EndingStationName",NA,"NameType","終點車站名稱",NA
"Rail","AvailableSeat","StopStations","array","Array","車次停靠站點組合",NA
"Rail","StopStation","StopSequence","integer","Int32","跑法站序","int32"
"Rail","StopStation","StationID","string","String","車站代碼",NA
"Rail","StopStation","StationCode","string","String","車站簡碼(訂票系統用)",NA
"Rail","StopStation","StationName",NA,"NameType","車站名稱",NA
"Rail","StopStation","NextStationID","string","String","下一停靠站車站代碼",NA
"Rail","StopStation","NextStationCode","string","String","下一停靠站車站簡碼(訂票系統用)",NA
"Rail","StopStation","NextStationName",NA,"NameType","下一停靠站車站名稱",NA
"Rail","StopStation","StandardSeatStatus","string","String","標準席剩餘座位狀態 = ['O: 尚有座位' or 'L: 座位有限' or 'X: 已無座位']",NA
"Rail","StopStation","BusinessSeatStatus","string","String","商務席剩餘座位狀態 =  ['O: 尚有座位' or 'L: 座位有限' or 'X: 已無座位']",NA
"Rail","AvailableSeatStatus","UpdateTime","string",NA,"PTX平台更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","UpdateInterval","integer","Int32","PTX平台更新調期(秒)","int32"
"Rail","AvailableSeatStatus","SrcUpdateTime","string",NA,"來源平台更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","AvailableSeatStatus","SrcUpdateInterval","integer","Int32","來源平台更新週期(秒)","int32"
"Rail","AvailableSeatStatus","Count","integer",NA,"資料總筆數","int64"
"Rail","AvailableSeatStatus","TrainDate","string","String","營運日說明(格式: yyyy-MM-dd)",NA
"Rail","AvailableSeatStatus","AvailableSeats","array","Array","對號座位狀態資訊(依高鐵規定若營運狀態有異常狀況時，剩餘座位資訊將停留在最後正常運行時間之狀態不做更新，實際資料請參考高鐵各車站現場對號座剩餘座位資訊看板)",NA
"Rail","AvailableSeat","TrainNo","string","String","車次號碼",NA
"Rail","AvailableSeat","Direction","integer","Int32","行駛方向","int32"
"Rail","AvailableSeat","OriginStationID","string","String","起點車站代碼",NA
"Rail","AvailableSeat","OriginStationCode","string","String","起站車站簡碼(訂票系統用)",NA
"Rail","AvailableSeat","OriginStationName",NA,"NameType","起點車站名稱",NA
"Rail","AvailableSeat","DestinationStationID","string","String","迄點車站代碼",NA
"Rail","AvailableSeat","DestinationStationCode","string","String","迄站車站簡碼(訂票系統用)",NA
"Rail","AvailableSeat","DestinationStationName",NA,"NameType","迄點車站名稱",NA
"Rail","AvailableSeat","StandardSeatStatus","string","String","標準席剩餘座位狀態",NA
"Rail","AvailableSeat","BusinessSeatStatus","string","String","商務席剩餘座位狀態",NA
"Rail","Network","NetworkID","string","String","臺鐵路網代碼",NA
"Rail","Network","NetworkNameZh","string","String","臺鐵路網中文名稱",NA
"Rail","Network","NetworkNameEn","string","String","臺鐵路網英文名稱",NA
"Rail","Network","OperatorID","string","String","營運業者代碼",NA
"Rail","Network","OperatorNameZh","string","String","臺鐵路網中文名稱",NA
"Rail","Network","OperatorNameEn","string","String","臺鐵路網英文名稱",NA
"Rail","Network","NetworkMapUrl","string","String","臺鐵路網圖網址URL",NA
"Rail","Network","Lines","array","Array","臺鐵路線資訊",NA
"Rail","Network","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Line_Simple","LineNo","string","String","路線編號",NA
"Rail","Line_Simple","LineID","string","String","路線代碼",NA
"Rail","RailStation","StationUID","string","String","車站唯一識別代碼",NA
"Rail","RailStation","StationID","string","String","車站代碼",NA
"Rail","RailStation","StationName",NA,"NameType","車站名稱",NA
"Rail","RailStation","StationAddress","string","String","車站地址",NA
"Rail","RailStation","StationPhone","string","String","車站聯絡電話",NA
"Rail","RailStation","OperatorID","string","String","營運業者代碼",NA
"Rail","RailStation","StationClass","string","String","車站級別",NA
"Rail","RailStation","ReservationCode","string","String","票價用站牌代碼",NA
"Rail","RailStation","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailStation","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailStation","StationPosition",NA,"PointType","車站位置",NA
"Rail","RailStation","LocationCity","string","String","車站位置所屬縣市",NA
"Rail","RailStation","LocationCityCode","string","String","車站位置所屬縣市代碼",NA
"Rail","RailStation","LocationTown","string","String","車站位置所屬鄉鎮",NA
"Rail","RailStation","LocationTownCode","string","String","車站位置所屬鄉鎮代碼",NA
"Rail","Line","LineNo","string","String","路線編號",NA
"Rail","Line","LineID","string","String","路線代碼",NA
"Rail","Line","LineNameZh","string","String","路線中文名稱",NA
"Rail","Line","LineNameEn","string","String","路線英文名稱",NA
"Rail","Line","LineSectionNameZh","string","String","路線區間中文名稱",NA
"Rail","Line","LineSectionNameEn","string","String","路線區間英文名稱",NA
"Rail","Line","LineColor","string","String","路線顏色",NA
"Rail","Line","IsBranch","boolean","Boolean","是否位於支線",NA
"Rail","Line","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationOfLine","LineNo","string","String","路線編號",NA
"Rail","StationOfLine","LineID","string","String","路線代碼",NA
"Rail","StationOfLine","Stations","array","Array","路線車站資訊",NA
"Rail","StationOfLine","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","LineStation","Sequence","integer","Int32","站序","int32"
"Rail","LineStation","StationID","string","String","車站代碼",NA
"Rail","LineStation","StationName","string","String","車站名稱",NA
"Rail","LineStation","TraveledDistance","number","Single","已累積之里程距離(公里)","float"
"Rail","TrainType","TrainTypeID","string","String","列車車種代碼",NA
"Rail","TrainType","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","TrainType","TrainTypeCode","string","String","列車車種簡碼 [1：太魯閣；2：普悠瑪；3：自強；4：莒光；5：復興；6：區間；7：普快]",NA
"Rail","TrainType","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","TrainType","VersionID","integer","Int32","資料版本編號","int32"
"Rail","TRAShape","LineNo","string","String","路線編號",NA
"Rail","TRAShape","LineID","string","String","路線代碼",NA
"Rail","TRAShape","LineName",NA,"NameType","路線名稱",NA
"Rail","TRAShape","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","TRAShape","Geometry","string","String","well-known text，為路線軌跡資料",NA
"Rail","TRAShape","EncodedPolyline","string","String","路線軌跡編碼(encoded polyline)",NA
"Rail","RailODFare","OriginStationID","string","String","起點車站代碼",NA
"Rail","RailODFare","OriginStationName",NA,"NameType","起點車站名稱",NA
"Rail","RailODFare","DestinationStationID","string","String","迄點車站代碼",NA
"Rail","RailODFare","DestinationStationName",NA,"NameType","迄點車站名稱",NA
"Rail","RailODFare","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailODFare","Fares","array","Array","票價收費資訊",NA
"Rail","RailODFare","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailODFare","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Fare","TicketType","string","String","票種名稱",NA
"Rail","Fare","Price","number",NA,"收費價格(新台幣)","double"
"Rail","RailGeneralTrainInfo","TrainNo","string","String","車次代碼",NA
"Rail","RailGeneralTrainInfo","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailGeneralTrainInfo","StartingStationID","string","String","列車起點車站代號",NA
"Rail","RailGeneralTrainInfo","StartingStationName",NA,"NameType","列車起點車站名稱",NA
"Rail","RailGeneralTrainInfo","EndingStationID","string","String","列車終點車站代號",NA
"Rail","RailGeneralTrainInfo","EndingStationName",NA,"NameType","列車終點車站名稱",NA
"Rail","RailGeneralTrainInfo","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailGeneralTrainInfo","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailGeneralTrainInfo","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailGeneralTrainInfo","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailGeneralTrainInfo","OverNightStationID","string","String","跨夜車站代碼",NA
"Rail","RailGeneralTrainInfo","WheelchairFlag","integer","Int32","是否設身障旅客專用座位車 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","PackageServiceFlag","integer","Int32","是否提供行李服務 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","DiningFlag","integer","Int32","是否提供訂便當服務 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","BikeFlag","integer","Int32","是否人車同行班次(置於攜車袋之自行車各級列車均可乘車) : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","BreastFeedingFlag","integer","Int32","是否設有哺(集)乳室車廂 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","DailyFlag","integer","Int32","是否為每日行駛 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","Note",NA,"NameType","附註說明",NA
"Rail","RailGeneralTrainInfo","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailGeneralTrainInfo","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailGeneralTimetable","UpdateTime","string","DateTime","資料更新日期(格式: yyyy-MM-dd)","date-time"
"Rail","RailGeneralTimetable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailGeneralTimetable","GeneralTimetable",NA,"GeneralTimetable","定期時刻表資料",NA
"Rail","GeneralTimetable","GeneralTrainInfo",NA,"RailGeneralTrainInfo","定期車次資料",NA
"Rail","GeneralTimetable","StopTimes","array","Array","停靠時間資料",NA
"Rail","GeneralTimetable","ServiceDay",NA,"ServiceDay","營運日型態",NA
"Rail","GeneralTimetable","SrcUpdateTime","string",NA,"來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailStopTime","StopSequence","integer","Int32","跑法站序(由1開始)","int32"
"Rail","RailStopTime","StationID","string","String","車站代碼",NA
"Rail","RailStopTime","StationName",NA,"NameType","車站名稱",NA
"Rail","RailStopTime","ArrivalTime","string","String","到站時間(格式: HH:mm:ss)",NA
"Rail","RailStopTime","DepartureTime","string","String","離站時間(格式: HH:mm:ss)",NA
"Rail","RailGeneralTrainInfo","TrainNo","string","String","車次代碼",NA
"Rail","RailGeneralTrainInfo","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailGeneralTrainInfo","StartingStationID","string","String","列車起點車站代號",NA
"Rail","RailGeneralTrainInfo","StartingStationName",NA,"NameType","列車起點車站名稱",NA
"Rail","RailGeneralTrainInfo","EndingStationID","string","String","列車終點車站代號",NA
"Rail","RailGeneralTrainInfo","EndingStationName",NA,"NameType","列車終點車站名稱",NA
"Rail","RailGeneralTrainInfo","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailGeneralTrainInfo","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailGeneralTrainInfo","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailGeneralTrainInfo","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailGeneralTrainInfo","OverNightStationID","string","String","跨夜車站代碼",NA
"Rail","RailGeneralTrainInfo","WheelchairFlag","integer","Int32","是否設身障旅客專用座位車 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","PackageServiceFlag","integer","Int32","是否提供行李服務 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","DiningFlag","integer","Int32","是否提供訂便當服務 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","BikeFlag","integer","Int32","是否人車同行班次(置於攜車袋之自行車各級列車均可乘車) : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","BreastFeedingFlag","integer","Int32","是否設有哺(集)乳室車廂 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","DailyFlag","integer","Int32","是否為每日行駛 : [0:'否',1:'是']",NA
"Rail","RailGeneralTrainInfo","Note",NA,"NameType","附註說明",NA
"Rail","ServiceDay","Monday","integer","Int32","星期一是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Tuesday","integer","Int32","星期二是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Wednesday","integer","Int32","星期三是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Thursday","integer","Int32","星期四是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Friday","integer","Int32","星期五是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Saturday","integer","Int32","星期六是否營運 : [0:'否',1:'是']",NA
"Rail","ServiceDay","Sunday","integer","Int32","星期日是否營運 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","TrainNo","string","String","車次代碼",NA
"Rail","RailDailyTrainInfo","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailDailyTrainInfo","StartingStationID","string","String","列車起點車站代號",NA
"Rail","RailDailyTrainInfo","StartingStationName",NA,"NameType","列車起點車站名稱",NA
"Rail","RailDailyTrainInfo","EndingStationID","string","String","列車終點車站代號",NA
"Rail","RailDailyTrainInfo","EndingStationName",NA,"NameType","列車終點車站名稱",NA
"Rail","RailDailyTrainInfo","TripHeadsign","string","String","車次車頭文字描述(通用以""往""+ 迄站中文站名"")",NA
"Rail","RailDailyTrainInfo","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailDailyTrainInfo","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailDailyTrainInfo","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailDailyTrainInfo","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailDailyTrainInfo","OverNightStationID","string","String","跨夜車站代碼",NA
"Rail","RailDailyTrainInfo","WheelchairFlag","integer","Int32","是否設身障旅客專用座位車 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","PackageServiceFlag","integer","Int32","是否提供行李服務 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","DiningFlag","integer","Int32","是否提供訂便當服務 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","BikeFlag","integer","Int32","是否人車同行班次(置於攜車袋之自行車各級列車均可乘車) : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","BreastFeedingFlag","integer","Int32","是否設有哺(集)乳室車廂 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","DailyFlag","integer","Int32","是否每日行駛 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","ServiceAddedFlag","integer","Int32","是否為加班車 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","SuspendedFlag","integer","Int32","列車是否停駛 : [0:'正常行駛',1:'停駛',2:'部份停駛']",NA
"Rail","RailDailyTrainInfo","Note",NA,"NameType","附註說明",NA
"Rail","RailDailyTrainInfo","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailDailyTrainInfo","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailDailyTimetable","TrainDate","string","String","行駛日期(格式: yyyy-MM-dd)",NA
"Rail","RailDailyTimetable","DailyTrainInfo",NA,"RailDailyTrainInfo","車次資料",NA
"Rail","RailDailyTimetable","StopTimes","array","Array","停靠時間資料",NA
"Rail","RailDailyTimetable","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailDailyTimetable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailStopTime","StopSequence","integer","Int32","跑法站序(由1開始)","int32"
"Rail","RailStopTime","StationID","string","String","車站代碼",NA
"Rail","RailStopTime","StationName",NA,"NameType","車站名稱",NA
"Rail","RailStopTime","ArrivalTime","string","String","到站時間(格式: HH:mm:ss)",NA
"Rail","RailStopTime","DepartureTime","string","String","離站時間(格式: HH:mm:ss)",NA
"Rail","RailStopTime","SuspendedFlag","integer","Int32","本站是否停駛 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","TrainNo","string","String","車次代碼",NA
"Rail","RailDailyTrainInfo","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailDailyTrainInfo","StartingStationID","string","String","列車起點車站代號",NA
"Rail","RailDailyTrainInfo","StartingStationName",NA,"NameType","列車起點車站名稱",NA
"Rail","RailDailyTrainInfo","EndingStationID","string","String","列車終點車站代號",NA
"Rail","RailDailyTrainInfo","EndingStationName",NA,"NameType","列車終點車站名稱",NA
"Rail","RailDailyTrainInfo","TripHeadsign","string","String","車次車頭文字描述(通用以""往""+ 迄站中文站名"")",NA
"Rail","RailDailyTrainInfo","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailDailyTrainInfo","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailDailyTrainInfo","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailDailyTrainInfo","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailDailyTrainInfo","OverNightStationID","string","String","跨夜車站代碼",NA
"Rail","RailDailyTrainInfo","WheelchairFlag","integer","Int32","是否設身障旅客專用座位車 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","PackageServiceFlag","integer","Int32","是否提供行李服務 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","DiningFlag","integer","Int32","是否提供訂便當服務 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","BikeFlag","integer","Int32","是否人車同行班次(置於攜車袋之自行車各級列車均可乘車) : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","BreastFeedingFlag","integer","Int32","是否設有哺(集)乳室車廂 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","DailyFlag","integer","Int32","是否為每日行駛 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","ServiceAddedFlag","integer","Int32","是否為加班車 : [0:'否',1:'是']",NA
"Rail","RailDailyTrainInfo","SuspendedFlag","integer","Int32","列車是否停駛 : [0:'正常行駛',1:'停駛',2:'部份停駛']",NA
"Rail","RailDailyTrainInfo","Note",NA,"NameType","附註說明",NA
"Rail","TrainDateList","StartDate","string","String","每日時刻表供應起始日期(格式: yyyy-MM-dd)",NA
"Rail","TrainDateList","EndDate","string","String","每日時刻表供應最終日期(格式: yyyy-MM-dd)",NA
"Rail","TrainDateList","TrainDates","array","Array","每日時刻表供應日期清單資料",NA
"Rail","TrainDateList","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailStationTimetable","TrainDate","string","String","時刻表日期(格式: yyyy-MM-dd)",NA
"Rail","RailStationTimetable","StationID","string","String","車站代號",NA
"Rail","RailStationTimetable","StationName",NA,"NameType","車站名稱",NA
"Rail","RailStationTimetable","TrainNo","string","String","車次代號",NA
"Rail","RailStationTimetable","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailStationTimetable","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailStationTimetable","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailStationTimetable","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailStationTimetable","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailStationTimetable","StartingStationID","string","String","起點車站代號",NA
"Rail","RailStationTimetable","StartingStationName",NA,"NameType","起點車站名稱",NA
"Rail","RailStationTimetable","EndingStationID","string","String","終點車站代號",NA
"Rail","RailStationTimetable","EndingStationName",NA,"NameType","終點車站名稱",NA
"Rail","RailStationTimetable","ArrivalTime","string","String","到站時間(格式: HH:mm:ss)",NA
"Rail","RailStationTimetable","DepartureTime","string","String","離站時間(格式: HH:mm:ss)",NA
"Rail","RailStationTimetable","SuspendedFlag","integer","Int32","本站是否停駛 : [0:'否',1:'是']",NA
"Rail","RailStationTimetable","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailStationTimetable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailODDailyTimetable","TrainDate","string","String","行駛日期(格式: yyyy:MM:dd)",NA
"Rail","RailODDailyTimetable","DailyTrainInfo",NA,"RailDailyTrainInfo","車次資料",NA
"Rail","RailODDailyTimetable","OriginStopTime",NA,"RailStopTime","起站停靠時間資料",NA
"Rail","RailODDailyTimetable","DestinationStopTime",NA,"RailStopTime","迄站停靠時間資料",NA
"Rail","RailODDailyTimetable","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailODDailyTimetable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","RailLiveBoard","StationID","string","String","車站代碼",NA
"Rail","RailLiveBoard","StationName",NA,"NameType","車站名稱",NA
"Rail","RailLiveBoard","TrainNo","string","String","車次代碼",NA
"Rail","RailLiveBoard","Direction","integer","Int32","順逆行 : [0:'順行',1:'逆行']",NA
"Rail","RailLiveBoard","TrainTypeID","string","String","列車車種代碼",NA
"Rail","RailLiveBoard","TrainTypeCode","string","String","列車車種簡碼",NA
"Rail","RailLiveBoard","TrainTypeName",NA,"NameType","列車車種名稱",NA
"Rail","RailLiveBoard","TripLine","integer","Int32","山海線類型 : [0:'不經山海線',1:'山線',2:'海線',3:'成追線']",NA
"Rail","RailLiveBoard","EndingStationID","string","String","車次終點車站代號",NA
"Rail","RailLiveBoard","EndingStationName",NA,"NameType","車次終點車站名稱",NA
"Rail","RailLiveBoard","ScheduledArrivalTime","string","String","表訂到站時間(格式: HH:mm:ss)",NA
"Rail","RailLiveBoard","ScheduledDepartureTime","string","String","表訂離站時間(格式: HH:mm:ss)",NA
"Rail","RailLiveBoard","DelayTime","integer","Int32","誤點時間(0:準點;>=1誤點)","int32"
"Rail","RailLiveBoard","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
